"yarrowiacyc"	"Row Labels"	"Description"	"UniProt"	"CLB22 Gene Name"	"CLB22 GO (biological process)"	"CLB22 GO (cellular component)"	"CLB22 GO (molecular function)"	"WT_A"	"WT_B"	"WT_C"	"WT_D"	"F174_A"	"F174_B"	"F174_D"	"F174_E"	"UVF4_A"	"UVF4_B"	"UVF4_C"	"UVF4_D"	"UVF4_E"	"p"	"q"	"nWT"	"nF174"	"nUVF4"	"log2FoldChange(F174/WT)"	"log2FoldChange(UVF4/WT)"	"log2FoldChange(UVF4/F174)"	"PresentOnlyWT"	"PresentOnlyF174"	"PresentOnlyUVF4"	"AbsentOnlyWT"	"AbsentOnlyF174"	"AbsentOnlyUVF4"	"Pass pq"	"Pass FoldChange"	"PassUniquePresence"	"PassUniqueAbsence"	"PassOverall"	"pq WT vs F174"	"Similarity_Yarlip1.to.yarrowiacyc"	"Similarity_yarrowiacyc.to.Yarlip1"
G1FV3-28475-MONOMER	"jgi|Yarlip1|104102|estExt_Genewise1.C_120072"	"jgi|Yarlip1|104102|estExt_Genewise1.C_120072"	"Q6CD23"	"YALI0C04389p"	"0"	"integral component of membrane [GO:0016021]"	"0"	"33.4914236108378"															"1"	"0"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-28510-MONOMER	"jgi|Yarlip1|104159|estExt_Genewise1.C_120132"	"jgi|Yarlip1|104159|estExt_Genewise1.C_120132"	"Q6CCZ5"	"tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein KAE1) (tRNA threonylcarbamoyladenosine biosynthesis protein KAE1)"	"positive regulation of transcription by RNA polymerase II [GO:0045944]; telomere maintenance via recombination [GO:0000722]; transcription, DNA-templated [GO:0006351]; tRNA threonylcarbamoyladenosine modification [GO:0002949]"	"cytoplasm [GO:0005737]; EKC/KEOPS complex [GO:0000408]; nuclear chromatin [GO:0000790]"	"chromatin DNA binding [GO:0031490]; metal ion binding [GO:0046872]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711]"		"27.709908580609696"										"31.19759374699852"				"1"	"0"	"1"		"3.4876851663888253"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-28546-MONOMER	"jgi|Yarlip1|104216|estExt_Genewise1.C_120190"	"jgi|Yarlip1|104216|estExt_Genewise1.C_120190"	"Q6CCW2"	"Proteasome endopeptidase complex (EC 3.4.25.1)"	"proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]"	"cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex, alpha-subunit complex [GO:0019773]"	"threonine-type endopeptidase activity [GO:0004298]"	"35.721700156741576"	"35.477343928001886"	"34.68504204585203"	"35.02156521716596"	"34.4846295641683"	"34.98275770873968"	"34.45583430458564"	"35.328054882506116"	"34.55997419100463"	"35.18712322254615"	"34.92787543322359"	"35.15581189128897"	"35.164649269163625"	"0.347318244590112"	"0.393143549767952"	"4"	"4"	"5"	"-0.41359372194042976"	"-0.22732603549497554"	"0.18626768644545422"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-27641-MONOMER	"jgi|Yarlip1|127281|fgenesh1_kg.7_#_426_#_TRINITY_DN832_c0_g2_i1"	"jgi|Yarlip1|127281|fgenesh1_kg.7_#_426_#_TRINITY_DN832_c0_g2_i1"	"Q6C997"	"Leucine carboxyl methyltransferase 1 (EC 2.1.1.233) (Protein phosphatase methyltransferase 1) ([Phosphatase 2A protein]-leucine-carboxy methyltransferase 1)"	"C-terminal protein methylation [GO:0006481]"	"cytosol [GO:0005829]"	"protein C-terminal leucine carboxyl O-methyltransferase activity [GO:0018423]"									"26.41981041210147"		"23.962522560959773"		"26.70740926785543"			"0"	"0"	"3"				"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-30636-MONOMER	"jgi|Yarlip1|127631|fgenesh1_kg.8_#_269_#_TRINITY_DN6251_c0_g1_i1"	"jgi|Yarlip1|127631|fgenesh1_kg.8_#_269_#_TRINITY_DN6251_c0_g1_i1"	"Q6CHT2"	"YALI0A05247p"	"activation of protein kinase activity [GO:0032147]; regulation of apoptotic process [GO:0042981]; regulation of mitotic cell cycle [GO:0007346]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated MAPK cascade [GO:0051403]; stress-activated protein kinase signaling cascade [GO:0031098]"	"cytoplasm [GO:0005737]"	"ATP binding [GO:0005524]; MAP kinase kinase kinase activity [GO:0004709]; protein serine/threonine kinase activity [GO:0004674]"										"24.606198700478274"		"28.500550703131147"	"25.692641040112818"			"0"	"0"	"3"				"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-30385-MONOMER	"jgi|Yarlip1|104749|estExt_Genewise1.C_130380"	"jgi|Yarlip1|104749|estExt_Genewise1.C_130380"	"Q6CDM2"	"YALI0B22858p"	"protein transport [GO:0015031]"	"0"	"0"									"25.01295080883114"							"0"	"0"	"1"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30399-MONOMER	"jgi|Yarlip1|104787|estExt_Genewise1.C_130418"	"jgi|Yarlip1|104787|estExt_Genewise1.C_130418"	"Q6CDK9"	"YALI0B23144p"	"meiotic sister chromatid cohesion, centromeric [GO:0051754]; mitotic spindle assembly checkpoint [GO:0007094]"	"condensed nuclear chromosome kinetochore [GO:0000778]"	"ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]"	"32.12416961903613"															"1"	"0"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-31224-MONOMER	"jgi|Yarlip1|104987|estExt_Genewise1.C_140177"	"jgi|Yarlip1|104987|estExt_Genewise1.C_140177"	"Q6CGH1"	"YALI0A19426p"	"cell redox homeostasis [GO:0045454]"	"cell [GO:0005623]"	"peroxiredoxin activity [GO:0051920]"	"39.78959327404616"	"39.66652859657075"	"39.8799952864399"	"39.842117605008816"	"39.659911542312706"	"39.835530488213195"	"39.679401132663735"	"39.90871171717586"	"39.65874674431126"	"39.63938158993955"	"39.732772594566725"	"39.736753507699014"	"39.48031828441789"	"0.135407976620983"	"0.280342864600431"	"4"	"4"	"5"	"-0.02366997042502561"	"-0.1449641463295137"	"-0.1212941759044881"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30685-MONOMER	"jgi|Yarlip1|127685|fgenesh1_kg.8_#_323_#_TRINITY_DN2083_c0_g1_i1"	"jgi|Yarlip1|127685|fgenesh1_kg.8_#_323_#_TRINITY_DN2083_c0_g1_i1"	"Q6CHQ0"	"YALI0A06589p"	"cell wall mannoprotein biosynthetic process [GO:0000032]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]"	"Golgi apparatus [GO:0005794]; membrane [GO:0016020]"	"alpha-1,2-mannosyltransferase activity [GO:0000026]"	"26.87654411224966"	"30.683028942979167"	"25.96690655079077"	"28.008491028716517"						"23.74611899278598"	"29.782349243691836"		"24.42751950626695"			"4"	"0"	"3"		"-1.8984134111024389"		"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"100.0"	"100.0"
G1FV3-31210-MONOMER	"jgi|Yarlip1|105006|estExt_Genewise1.C_140197"	"jgi|Yarlip1|105006|estExt_Genewise1.C_140197"	"Q6CGI3"	"YALI0A19074p"	"glycogen biosynthetic process [GO:0005978]; glycogen catabolic process [GO:0005980]"	"0"	"4-alpha-glucanotransferase activity [GO:0004134]; amylo-alpha-1,6-glucosidase activity [GO:0004135]"	"34.83861934590929"	"35.55384004320388"	"34.52625438502365"	"34.7886298010053"	"34.496270637174085"	"34.004828822365795"	"34.62226828659583"	"33.954736058787766"	"34.813944068701964"	"34.211153398098375"	"35.207318072416555"	"35.184257726226285"	"34.94324314637781"	"0.0719736413239042"	"0.228067559721889"	"4"	"4"	"5"	"-0.6573099425546474"	"-0.05485261142133169"	"0.6024573311333157"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"99.93"	"99.93"
G1FV3-29211-MONOMER	"jgi|Yarlip1|128788|fgenesh1_kg.11_#_100_#_TRINITY_DN3182_c0_g1_i1"	"jgi|Yarlip1|128788|fgenesh1_kg.11_#_100_#_TRINITY_DN3182_c0_g1_i1"	"Q6CB89"	"YALI0C21065p"	"0"	"0"	"transferase activity, transferring glycosyl groups [GO:0016757]"	"27.653351337783967"	"27.496251586287816"	"29.025276624289805"	"27.977928659971493"					"30.655229513734156"	"28.790196144902527"		"28.867941499184997"				"4"	"0"	"3"		"1.3995870005239546"		"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"100.0"	"100.0"
G1FV3-31174-MONOMER	"jgi|Yarlip1|105066|estExt_Genewise1.C_140260"	"jgi|Yarlip1|105066|estExt_Genewise1.C_140260"	"Q6CGL9"	"YALI0A18227p"	"2-micrometer plasmid partitioning [GO:0030543]; microtubule depolymerization [GO:0007019]; microtubule nucleation [GO:0007020]; mitotic sister chromatid cohesion [GO:0007064]; mitotic spindle orientation checkpoint [GO:0031578]; negative regulation of microtubule depolymerization [GO:0007026]; nuclear migration along microtubule [GO:0030473]; positive regulation of microtubule polymerization [GO:0031116]"	"cytoplasmic microtubule [GO:0005881]; microtubule plus-end [GO:0035371]; spindle midzone [GO:0051233]; spindle pole [GO:0000922]; spindle pole body [GO:0005816]"	"microtubule plus-end binding [GO:0051010]; protein homodimerization activity [GO:0042803]; structural constituent of cytoskeleton [GO:0005200]"	"31.97161165473242"	"32.29739887186179"	"32.51521551399948"	"31.603153862673942"	"31.354211559455823"	"31.34535514377206"	"33.52822423699884"	"32.46794693314574"	"31.58906566976829"	"32.443913989671515"	"30.99428933648922"	"32.00253139940308"	"31.521079277948537"	"0.580232168187011"	"0.472439491075648"	"4"	"4"	"5"	"0.07708949252621267"	"-0.38666904116077916"	"-0.4637585336869918"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"88.89"	"88.89"
G1FV3-28616-MONOMER	"jgi|Yarlip1|129367|fgenesh1_kg.12_#_325_#_TRINITY_DN9717_c0_g1_i1"	"jgi|Yarlip1|129367|fgenesh1_kg.12_#_325_#_TRINITY_DN9717_c0_g1_i1"	"Q6CCQ1"	"YALI0C07568p"	"lipid transport [GO:0006869]"	"endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]"	"lipid binding [GO:0008289]"						"29.04090300785461"	"30.27819310430553"	"26.978583388841763"	"30.634693500108458"		"29.42498373931094"	"29.425484046236033"	"25.095872152417822"			"0"	"3"	"4"			"-0.1206348074823218"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"100.0"	"100.0"
G1FV3-28786-MONOMER	"jgi|Yarlip1|105398|estExt_Genewise1.C_150252"	"jgi|Yarlip1|105398|estExt_Genewise1.C_150252"	"Q6CC98"	"YALI0C11253p"	"0"	"integral component of plasma membrane [GO:0005887]"	"oligopeptide transmembrane transporter activity [GO:0035673]"				"32.02386323386857"												"1"	"0"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-31005-MONOMER	"jgi|Yarlip1|105522|estExt_Genewise1.C_160112"	"jgi|Yarlip1|105522|estExt_Genewise1.C_160112"	"Q6CH10"	"YALI0A14234p"	"metabolic process [GO:0008152]"	"0"	"catalytic activity [GO:0003824]"							"31.394173084580558"			"30.719879073025094"						"0"	"1"	"1"			"-0.6742940115554639"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"99.82"	"99.82"
G1FV3-28314-MONOMER	"jgi|Yarlip1|105841|estExt_Genewise1.C_170205"	"jgi|Yarlip1|105841|estExt_Genewise1.C_170205"	"Q6CDG5"	"DASH complex subunit DAD4 (Outer kinetochore protein DAD4)"	"cell division [GO:0051301]; mitotic sister chromatid biorientation [GO:1990758]; positive regulation of attachment of spindle microtubules to kinetochore [GO:0051987]; positive regulation of microtubule polymerization [GO:0031116]"	"cytoplasm [GO:0005737]; DASH complex [GO:0042729]; microtubule [GO:0005874]; mitotic spindle [GO:0072686]"	"microtubule plus-end binding [GO:0051010]"						"31.10599496300143"										"0"	"1"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-28303-MONOMER	"jgi|Yarlip1|105865|estExt_Genewise1.C_170230"	"jgi|Yarlip1|105865|estExt_Genewise1.C_170230"	"Q6CDH4"	"Phospholipid-transporting ATPase (EC 3.6.3.1)"	"endocytosis [GO:0006897]; establishment or maintenance of cell polarity [GO:0007163]; Golgi vesicle budding [GO:0048194]; intracellular protein transport [GO:0006886]; response to pheromone triggering conjugation with cellular fusion [GO:0000749]"	"Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; mating projection tip membrane [GO:0070867]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]"	"ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phospholipid-translocating ATPase activity [GO:0004012]"	"28.742140204065322"		"31.591867592028294"					"26.779815922028682"								"2"	"1"	"0"	"-3.387187976018126"			"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-28297-MONOMER	"jgi|Yarlip1|105876|estExt_Genewise1.C_170241"	"jgi|Yarlip1|105876|estExt_Genewise1.C_170241"	"Q6CDI0"	"YALI0C00363p"	"ATP-dependent chromatin remodeling [GO:0043044]"	"nucleus [GO:0005634]"	"ATP binding [GO:0005524]"	"29.039544070300533"	"30.707733847598924"		"24.94221415601464"			"29.202293719837794"									"3"	"1"	"0"	"0.9724630285330953"			"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25681-MONOMER	"jgi|Yarlip1|106012|estExt_Genewise1.C_180124"	"jgi|Yarlip1|106012|estExt_Genewise1.C_180124"	"Q6C398"	"YALI0F01518p"	"0"	"0"	"0"	"29.27215309100228"					"29.45273711732075"										"1"	"1"	"0"	"0.1805840263184706"			"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25718-MONOMER	"jgi|Yarlip1|106086|estExt_Genewise1.C_180204"	"jgi|Yarlip1|106086|estExt_Genewise1.C_180204"	"Q6C362"	"Sodium/hydrogen exchanger"	"potassium ion transmembrane transport [GO:0071805]; vacuolar acidification [GO:0007035]"	"early endosome [GO:0005769]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]"	"potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385]"		"27.060542404203975"	"29.0333000510215"	"29.72089027742273"	"26.18559564153342"	"30.00571003207668"	"29.36231381203035"	"27.75959077611786"	"26.441296076736233"	"25.479789390160846"	"32.22575851294483"	"29.251850150974825"		"0.984752989440158"	"0.585998482001743"	"3"	"4"	"4"	"-0.2766083454431545"	"-0.2552373781785455"	"0.021370967264608964"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25734-MONOMER	"jgi|Yarlip1|106123|estExt_Genewise1.C_180241"	"jgi|Yarlip1|106123|estExt_Genewise1.C_180241"	"Q6C347"	"ATP-dependent RNA helicase FAL1 (EC 3.6.4.13)"	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; regulation of gene expression [GO:0010468]; RNA secondary structure unwinding [GO:0010501]; RNA splicing [GO:0008380]"	"catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; FAL1-SGD1 complex [GO:0097078]; nucleolus [GO:0005730]; preribosome, small subunit precursor [GO:0030688]"	"ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; RNA binding [GO:0003723]"		"30.80848450402169"	"31.791600215685353"	"31.800961917227905"	"32.39203393680864"	"30.78677188069501"	"31.717478703818752"	"31.9490799298719"	"31.31224607654706"	"32.592313256171884"	"31.84472352256344"	"28.989939186612936"		"0.792502611543527"	"0.535349447532738"	"3"	"4"	"4"	"0.24432556715359155"	"-0.28221003517115406"	"-0.5265356023247456"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-29010-MONOMER	"jgi|Yarlip1|106284|estExt_Genewise1.C_190123"	"jgi|Yarlip1|106284|estExt_Genewise1.C_190123"	"Q6CBQ5"	"YALI0C16522p"	"glucose import [GO:0046323]"	"integral component of membrane [GO:0016021]"	"carbohydrate:proton symporter activity [GO:0005351]; glucose transmembrane transporter activity [GO:0005355]"												"30.913635214116255"				"0"	"0"	"1"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30813-MONOMER	"jgi|Yarlip1|106383|estExt_Genewise1.C_200050"	"jgi|Yarlip1|106383|estExt_Genewise1.C_200050"	"Q6CHF4"	"YALI0A09537p"	"0"	"0"	"0"							"28.79010912210353"									"0"	"1"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"99.93"	"99.93"
G1FV3-30411-MONOMER	"jgi|Yarlip1|129729|fgenesh1_kg.13_#_327_#_TRINITY_DN2905_c2_g1_i1"	"jgi|Yarlip1|129729|fgenesh1_kg.13_#_327_#_TRINITY_DN2905_c2_g1_i1"	"Q6CDJ7"	"YALI0B23408p"	"0"	"integral component of membrane [GO:0016021]"	"0"		"28.38997518256071"	"32.15764955453447"	"31.15049500655045"												"3"	"0"	"0"				"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"100.0"	"100.0"
G1FV3-24617-MONOMER	"jgi|Yarlip1|106719|estExt_Genewise1.C_210192"	"jgi|Yarlip1|106719|estExt_Genewise1.C_210192"	"Q6C609"	"YALI0E13486p"	"box H/ACA snoRNA 3'-end processing [GO:0000495]; mRNA pseudouridine synthesis [GO:1990481]; rRNA pseudouridine synthesis [GO:0031118]; snRNA pseudouridine synthesis [GO:0031120]"	"box H/ACA snoRNP complex [GO:0031429]"	"pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]"	"33.67516389841463"	"34.052571176933625"	"33.53701821226987"	"32.96030518918062"	"34.22239956781212"	"33.16086116740835"	"33.12324625767561"	"33.29714355823155"	"33.96448213248684"	"34.01158110032726"	"34.504887054227346"	"33.7112727424433"	"34.2842803423391"	"0.0923395431323057"	"0.25015652508633"	"4"	"4"	"5"	"-0.10535198141778324"	"0.5390360551650843"	"0.6443880365828676"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-25003-MONOMER	"jgi|Yarlip1|107094|estExt_Genewise1.C_240017"	"jgi|Yarlip1|107094|estExt_Genewise1.C_240017"	"Q6C504"	"YALI0E22198p"	"cell wall chitin biosynthetic process [GO:0006038]; microtubule-based movement [GO:0007018]"	"cell periphery [GO:0071944]; cell septum [GO:0030428]; integral component of membrane [GO:0016021]; myosin complex [GO:0016459]"	"ATP binding [GO:0005524]; chitin synthase activity [GO:0004100]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]"	"31.353370429794047"	"30.655195386895496"	"28.049725807025823"	"29.090347382476825"	"27.70028222635466"	"32.254882338310864"	"31.3418036593678"	"26.53168962051279"	"27.28577386518587"	"30.731039623212236"	"28.403609491033254"	"30.202623009226453"	"29.02780933512836"	"0.880646240962386"	"0.561030213103858"	"4"	"4"	"5"	"-0.3299952904115173"	"-0.656988686790811"	"-0.3269933963792937"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-24964-MONOMER	"jgi|Yarlip1|107171|estExt_Genewise1.C_240094"	"jgi|Yarlip1|107171|estExt_Genewise1.C_240094"	"Q6C538"	"YALI0E21307p"	"0"	"0"	"heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]"	"31.848785964802115"	"33.19078970299092"	"33.42472976716251"	"33.57907646390059"	"32.60190836442707"	"33.25350878054479"	"32.747738247824884"	"32.82148315185014"	"32.70103247016197"	"33.17934792010798"	"32.20843536428797"	"32.46829636043031"	"33.30850789094402"	"0.811724691655014"	"0.540467520367034"	"4"	"4"	"5"	"-0.15468583855231088"	"-0.23772147352758566"	"-0.08303563497527477"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-24952-MONOMER	"jgi|Yarlip1|107204|estExt_Genewise1.C_240127"	"jgi|Yarlip1|107204|estExt_Genewise1.C_240127"	"Q6C549"	"YALI0E21021p"	"(1->3)-beta-D-glucan biosynthetic process [GO:0006075]"	"1,3-beta-D-glucan synthase complex [GO:0000148]; integral component of membrane [GO:0016021]"	"1,3-beta-D-glucan synthase activity [GO:0003843]"	"34.072280932656646"	"34.35113616487474"	"34.56778737481716"	"34.627384956769696"	"35.154521352641744"	"33.93625377162719"	"34.010165312433294"	"34.65196092715123"	"35.25753260266922"	"33.81144909528666"	"33.96755333104189"	"34.83226479229996"	"34.77602861729682"	"0.932729486566672"	"0.574498822295451"	"4"	"4"	"5"	"0.03357798368380571"	"0.12431833043935114"	"0.09074034675554543"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-27558-MONOMER	"jgi|Yarlip1|107300|estExt_Genewise1.C_250084"	"jgi|Yarlip1|107300|estExt_Genewise1.C_250084"	"Q6C9H8"	"YALI0D11088p"	"vesicle-mediated transport [GO:0016192]"	"trans-Golgi network [GO:0005802]"	"ARF guanyl-nucleotide exchange factor activity [GO:0005086]"																"0"	"0"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-31228-MONOMER	"jgi|Yarlip1|129872|fgenesh1_kg.14_#_141_#_TRINITY_DN1086_c0_g1_i1"	"jgi|Yarlip1|129872|fgenesh1_kg.14_#_141_#_TRINITY_DN1086_c0_g1_i1"	"Q6CGG7"	"YALI0A19514p"	"0"	"0"	"0"										"31.304107190914976"		"31.266735579325204"	"31.441541460633232"			"0"	"0"	"3"				"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-24477-MONOMER	"jgi|Yarlip1|107686|estExt_Genewise1.C_300067"	"jgi|Yarlip1|107686|estExt_Genewise1.C_300067"	"Q6C6D3"	"YALI0E10417p"	"cell wall chitin biosynthetic process [GO:0006038]"	"cell periphery [GO:0071944]; cell septum [GO:0030428]; integral component of membrane [GO:0016021]"	"chitin synthase activity [GO:0004100]"										"25.75595457190962"						"0"	"0"	"1"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"99.93"	"99.93"
G1FV3-26165-MONOMER	"jgi|Yarlip1|107697|estExt_Genewise1.C_310009"	"jgi|Yarlip1|107697|estExt_Genewise1.C_310009"	"Q6C1Z3"	"YALI0F12155p"	"ATP metabolic process [GO:0046034]; cellular protein complex disassembly [GO:0043624]; cytoplasm protein quality control by the ubiquitin-proteasome system [GO:0071629]; endoplasmic reticulum membrane fusion [GO:0016320]; ER-associated misfolded protein catabolic process [GO:0071712]; establishment of endoplasmic reticulum localization involved in endoplasmic reticulum polarization at cell division site [GO:0061166]; mitochondria-associated ubiquitin-dependent protein catabolic process [GO:0072671]; mitotic sister chromatid separation [GO:0051306]; mitotic spindle disassembly [GO:0051228]; negative regulation of telomerase activity [GO:0051974]; nonfunctional rRNA decay [GO:0070651]; nuclear protein quality control by the ubiquitin-proteasome system [GO:0071630]; piecemeal microautophagy of the nucleus [GO:0034727]; positive regulation of histone H2B ubiquitination [GO:2001168]; positive regulation of protein localization to nucleus [GO:1900182]; protein localization to Golgi apparatus [GO:0034067]; retrograde protein transport, ER to cytosol [GO:0030970]; ribophagy [GO:0034517]; ribosome-associated ubiquitin-dependent protein catabolic process [GO:1990116]; SCF complex disassembly in response to cadmium stress [GO:1990171]; sister chromatid biorientation [GO:0031134]; sterol regulatory element binding protein cleavage [GO:0035103]; ubiquitin-dependent ERAD pathway [GO:0030433]"	"Cdc48p-Npl4p-Vms1p AAA ATPase complex [GO:0036266]; cytosolic large ribosomal subunit [GO:0022625]; Doa10p ubiquitin ligase complex [GO:0000837]; Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]; mitotic spindle midzone [GO:1990023]; nuclear chromatin [GO:0000790]; RQC complex [GO:1990112]; VCP-NPL4-UFD1 AAA ATPase complex [GO:0034098]"	"ATPase activity [GO:0016887]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; molecular adaptor activity [GO:0060090]; protein phosphatase regulator activity [GO:0019888]; ubiquitin binding [GO:0043130]"	"38.912679202852"	"39.03735430255122"	"38.78151949231615"	"38.95825563818341"	"38.861518057547826"	"38.783351966312146"	"38.77474701469628"	"38.95697184153324"	"38.953725431303795"	"38.859548120507135"	"38.77008430525982"	"38.79206993427712"	"38.744421829311925"	"0.298153077689675"	"0.374171194563052"	"4"	"4"	"5"	"-0.07830493895332324"	"-0.0984822348437362"	"-0.02017729589041295"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-29443-MONOMER	"jgi|Yarlip1|107886|estExt_Genewise1Plus.C_1_t10142"	"jgi|Yarlip1|107886|estExt_Genewise1Plus.C_1_t10142"	"Q6CG14"	"Reticulon-like protein"	"0"	"endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]"	"0"	"37.442559762768965"	"37.850375042679225"	"37.55249463209279"	"37.77215367370472"	"36.76753802701478"	"37.04614804973245"	"37.81329493940891"	"38.11406926150456"	"37.29909517356352"	"37.6712108219109"	"37.312708562043234"	"37.48008252992898"	"37.16385196058765"	"0.569264351290323"	"0.46901208971487"	"4"	"4"	"5"	"-0.21913320839625072"	"-0.26900596820458134"	"-0.04987275980833061"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
